BUSINESS_ID,NAME,TOTAL_REVIEWS,AVG (R.STARS),,,,,,,,,
UlckmYD4vBcd2GBI5FXy0w,I Tea,165,4.230303,,,,,,,,,
rOpmAjGAex-oboy3IfAncQ,Horse and Jockey British Pub & Restaurant,165,3.818182,,,,,,,,,
6PVqGaFOEibpO4DMXD5Tqw,Cork N Brew Bistro,165,4.242424,,,,,,,,,
i6gCeyhqjTNue0VBYLZkgg,Fuego for Tapas & Vino,165,3.945455,,,,,,,,,
_NfEP6cuFSz7bd-7OtiJ-Q,Dots Diner,165,3.666667,,,,,,,,,
_1Ep7fi7vCY3J2rz6YGQmw,The Vineyards Trattoria,165,4.248485,,,,,,,,,
DmCUxJNiB3Pd7dgnSvUZSg,The Swamp On Bourbon Street,165,2.563636,,,,,,,,,
Zu190KfU6xuNaOCDfthmYw,Bourbon Street Drinkery,165,4.145455,,,,,,,,,
8La5f_qz3LlTD_GipZTYuw,Johnson Family Dental,165,2.521212,,,,,,,,,
2gDkEvBPkl-ATS_eqaMvxQ,La Nonna,165,4.533333,,,,,,,,,
e0WnUHCMQBdSFQXFqGwXAQ,Butter’s Burgers,165,4.387879,,,,,,,,,
#NAME?,Hickory Kitchen,165,3.993939,,,,,,,,,
S6q5t-TGc_je8ssh06zTYw,Knock,165,3.6,,,,,,,,,
KfwrjxMTV_kYi93cMDQzOw,Escape Lounges - The Centurion® Studio Partner RNO,165,4.70303,,,,,,,,,
1RUStfReoIm_8NzWXKSbCA,Lou Bird's,165,3.915152,,,,,,,,,
4PgNs7K7gGfGqXNHwAgyzQ,Passariellos Pizzeria & Italian Kitchen,165,3.709091,,,,,,,,,
uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,165,3.915152,,,,,,,,,
fWABYDe4AZEkfeNJIu7CTg,Vito Provolone's,165,4.369697,,,,,,,,,
RSjWctdGtsatc6NwQxg_mw,Peppe's Apt 2,165,4.309091,,,,,,,,,
h4lW8utlD_aXFo-5LDY7cg,Portillo's Hot Dogs,165,3.654545,,,,,,,,,
b6LAC6kEj3F7SgDzlVuCpg,Crowne Plaza Philadelphia-Cherry Hill,165,2.254545,,,,,,,,,
Qz6-OxFp9PhGwMZG5geqpw,Touch Of Italy,165,3.309091,,,,,,,,,
aDLT33YjIoNPxCXvGV9CcQ,Roselli's Pizza,165,3.660606,,,,,,,,,
8MyjJ5ocf9VFjdscKrQu4A,Mudbugs Cajun Cafe,165,4.072727,,,,,,,,,
TCAaeZi4m_RwUTTbZseRmg,Hearthside,165,4.563636,,,,,,,,,
n5HvZrbrSd20x51HWnYpBg,Jerry Ulm Chrysler Dodge Jeep Ram,165,2.448485,,,,,,,,,
GtSR96ff85xLxK0ogEtI5w,Ochsner Urgent Care - Warehouse District,165,4.527273,,,,,,,,,
EIZqu00QKPjOxoQCGFJglg,Lock Stock & Barrel,165,3.727273,,,,,,,,,
bsUZVF1WNrrwXvkAhoKRaQ,The Rutledge,165,3.642424,,,,,,,,,
l9QTHlTFmZhTw7Hdb1QyFA,Pho Bac,165,4.078788,,,,,,,,,
bBKR4pH312WAum3IZ32d4Q,PDQ St. Petersburg,165,3.836364,,,,,,,,,
IA49pPUin16ZDPyuaoj1VA,Tucson Medical Center,165,2.775758,,,,,,,,,
Vw7dJJFqzLgxEsneIvmy1Q,Aqua Malaysian Thai Cuisine,165,3.545455,,,,,,,,,
#NAME?,TRX Tattoos,165,4.442424,,,,,,,,,
PKJAdcPV2MA-_chPVNmhYg,Gus Balons Restaurant,165,4.030303,,,,,,,,,
6VDSx-ghQwbYvMaS0fz9xw,Bodovino,165,3.957576,,,,,,,,,
3NNRlx0GS0mzrTYCx8m8FQ,Gianna Restaurant,165,4.066667,,,,,,,,,
gKThxS9CbVNM-58GbkRS4w,Roots,165,4.030303,,,,,,,,,
06_ObrhBE8qd2puOu-lkiQ,Buffalo Wild Wings,165,2.212121,,,,,,,,,
TeP60DIUUa6VQuvCEvoTsw,Pastries of Denmark,165,3.327273,,,,,,,,,
wn4U347OALm5H0MOBRVuRQ,Elder Ford of Tampa,165,3.060606,,,,,,,,,
iaBU5h_j0TCrUFzTbjFIlw,Laser Remedy MedSpa,165,4.49697,,,,,,,,,
VsH6yBTyJaA85-z6yz5JBg,Kaffir Thai Cuisine,165,3.715152,,,,,,,,,
RkpUjtq5xeTo6fZTlHG0GA,Big Bun Drive In,164,3.52439,,,,,,,,,
e1l1IlKpL7FJlM4ivnoO2g,Bubble Tea Station Cafe,164,3.993902,,,,,,,,,
Rb7yIraC6aMQ5gG3UbU-dA,The Dump Furniture Outlet,164,2.170732,,,,,,,,,
PiQVIJI92Z9O37jg9YMyPw,Hart's Tavern,164,2.573171,,,,,,,,,
VlTwxhPtKWvWxg6VSS9uyA,Bonefish Grill,164,3.579268,,,,,,,,,
368cyArdo0P0aDUOhhE4PA,PANA Donuts Coffee & Boba Tea,164,4.621951,,,,,,,,,
yYnp7uLBt-PPyG2elubezg,Lagerhaus Brewery & Grill,164,3.591463,,,,,,,,,
NWKnmL4AByKg0Mc2UoqMhQ,Dalts American Grill,164,3.47561,,,,,,,,,
HTDpe_9wVAch0kRZtRmAvQ,honeygrow,164,3.609756,,,,,,,,,
16pzkRO8Yxdh7w1eJqnyqw,The Dog Bar,164,4.402439,,,,,,,,,
J04F5XfkBHtPSuUmO77iVA,Mi Hacienda Mexican Restaurant,164,4.52439,,,,,,,,,
yGH9V9WTNGSZ6AHOW3kH-w,Ginger Beard Coffee,164,4.810976,,,,,,,,,
sqjixMtnm0jRnPfRLzQczA,Cilantro Mexican Grill,164,3.164634,,,,,,,,,
Hu5fC_pfgZ6O1LTPwLQQ9w,Alessandro's Wood Fired Italian & Bar,164,3.420732,,,,,,,,,
tcAB1Q_NLd5uXpq4Pe1aQg,Courtyard by Marriott New Orleans French Quarter/Iberville,164,3.810976,,,,,,,,,
aFxfeILCSjh1Lo2s_7DAmQ,Mass Ave Pub,164,3.817073,,,,,,,,,
z3HNP_F8skr4qRtldZnuIA,Wesley Chapel Honda,164,2.115854,,,,,,,,,
14Mth2EHCYDRDfJ0ngsWfg,Latea Bubble Tea Lounge,164,4.621951,,,,,,,,,
dGojJtwKAEqLr6UIV-2fQA,Rice Contemporary Asian Cuisine,164,3.439024,,,,,,,,,
lZKrUxex0K7xrLqfGWE6GA,Sparklight,164,1.457317,,,,,,,,,
4-PWLvDweauT1927XUOW5Q,Athens on 4th Avenue,164,3.908537,,,,,,,,,
_t9DLXruGEQMXKRuPRLehA,The Mann Center,164,3.780488,,,,,,,,,
n_McF_t9JQiax1uiued-Yg,AMC Veterans 24,164,3.743902,,,,,,,,,
ZgNXdCcEV4_777NeBoFBcg,Berry Field Bistro,164,1.810976,,,,,,,,,
gqhOAmj7npSiq4b6j5-vuw,1906 Fine Dining,164,3.823171,,,,,,,,,
2XB1E3iB-F8Da-uc81n-uQ,Bonefish Grill,164,3.487805,,,,,,,,,
XeP2OoUwvLgW_BepW0QC2w,Fat Boys Bbq,164,4.176829,,,,,,,,,
purDyT44VaMNOwiqN1rAQw,The Original Mel's Diner,164,3.5,,,,,,,,,
NsTtjA9ZuJVr6pHApkOXsw,Anthony's Coal Fired Pizza,164,3.579268,,,,,,,,,
yYwZWTgSoweD0YNh2p9QRw,Tiffany Diner,164,2.72561,,,,,,,,,
4I-gK9tSqvBXyuOxG4iUCg,Br Nails,164,3.439024,,,,,,,,,
MsWmW4SkisV0uJIBxeNstA,De La Coeur Café et Pâtisserie,164,4.359756,,,,,,,,,
H9maLikU78-rYvDFxRJ6Zw,Hacienda Del Sol Guest Ranch Resort,164,4.164634,,,,,,,,,
iHb3aOIJIgsgaUIvYUBySA,Moe's Original Bar B Que,164,4.073171,,,,,,,,,
nQDbvoKKcQap_CIfuAU72Q,The Buck Hotel by Ruhling,164,2.957317,,,,,,,,,
117cztVQvB0ujB7u_wsnqw,Taste of Boston,164,3.463415,,,,,,,,,
Cj4SH7N9HKtPhG_wp9ZiOA,TJ Smith's,164,3.219512,,,,,,,,,
D3D9l4q23WSgDKN-091JNg,Touch Nail Spa,164,3.908537,,,,,,,,,
JXYKzNSaK_fznAXvmRdYPA,Root,164,4.408537,,,,,,,,,
TSVy1TGUymrtG1uqDXm63A,O'Keefe's Tavern,164,3.890244,,,,,,,,,
7_QSRB1ISoSB9L3zpYE6sg,Bar Louie - Greenwood Park Mall,164,3.670732,,,,,,,,,
Gn_e8TJFSMcV1rzklJ9gLA,Erin Pub,164,3.835366,,,,,,,,,
c8R7kt6bpkc--N7l7V3OfA,Bub's Burgers & Ice Cream,164,3.219512,,,,,,,,,
b6YwRbG6nl6fh_bwe7eRow,Tried & True Alehouse,164,4.20122,,,,,,,,,
_gjlYp7xd4NiEosu6GHusg,Andy's Bistro,164,4.54878,,,,,,,,,
JEpsrFGIH4ixJJ4q2yUb_A,Godavari,164,3.719512,,,,,,,,,
7CqEOhKpZQI-HOfK6MYgJQ,Hubbard & Cravens Coffee,164,4.371951,,,,,,,,,
tjDRn-52X7f5jepGZQc4-Q,Colonial Diner,164,3.5,,,,,,,,,
UVHHGDqvZZHRC9nO-kH9wg,P J Whelihan's Pub + Restaurant - Medford Lakes,164,2.95122,,,,,,,,,
WAPhi7JdwIvdTBgM9KsxHA,Westmont Diner,164,3.786585,,,,,,,,,
17Y8circEnkMMXKfLo8Ztg,Bitar's,164,4.213415,,,,,,,,,
0a1KouvHD546FJ27sfW8SA,Ristorante Toscana,164,3.640244,,,,,,,,,
IORvbG2rAIVJ-1d148cCmg,Voyeur Nightclub,164,2.926829,,,,,,,,,
OGSe_QZgp-zBniTi74kLrw,Lithia Hyundai of Reno,164,2.77439,,,,,,,,,
wDxoeFTU69uc6eN2C57EZQ,G's Pizza,164,4.054878,,,,,,,,,
ZiEnbtECCJjvBegWMFLs1g,Libertine Liquor Bar,164,3.957317,,,,,,,,,
3Dn_fT7NxzKhjy-yNrfIzw,John A's,164,3.493902,,,,,,,,,
JmPZGysxdxvWV399VZsEig,Hope's Cookies,164,3.865854,,,,,,,,,
OOD-WeD-3MWLqwvumhx_ow,Buffalo Wild Wings,164,2.445122,,,,,,,,,
XQoSWEyIGHMIZKxLZOpXSg,Rum Sugar Lime,164,4.536585,,,,,,,,,
ZTh7O_meLI31wi1gA_nk8Q,Sushi Sake,164,3.682927,,,,,,,,,
1kJGTUQ2EjlAgP23WltCLw,Enoteca Tredici,164,4.280488,,,,,,,,,
jEpTPqsOxic63LmQpGX76g,Country Flame,164,2.79878,,,,,,,,,
JX8KhTInMNfQVs4Fn8mSSQ,Just Pop In! Gourmet Popcorn Shop & Cafe,164,4.408537,,,,,,,,,
3XgqYM0uD16T71ZjnEX9KA,Goo Goo Chocolate Co,164,4.097561,,,,,,,,,
7jVmd4JBBIKjWdMyyre4kA,Chipotle Mexican Grill,164,2.079268,,,,,,,,,
sHwHKUBKYe2PPvgyc361yw,Hotel Californian,164,3.640244,,,,,,,,,
KdFDat3pxdHTteepD0gucw,Oxalis,164,3.963415,,,,,,,,,
Yh_KhyVD6ZBwsIQQ1wSUpw,Pho An Hoa Restaurant,164,3.859756,,,,,,,,,
HLh0we-7JQ322p6a7z5hAA,Arizona Inn,164,4.073171,,,,,,,,,
g5FQBX5KZQ3yypFIqzrQdw,Kabuki Japanese Cuisine,164,2.981707,,,,,,,,,
Su_KoRa64akK19myzyK3xA,Tre Scalini Ristorante,164,3.585366,,,,,,,,,
dh5f-63H_B1frtfjnuzooA,El Saguarito,164,3.359756,,,,,,,,,
jYJm1uJ8HR1PI1hejZu_Ew,Mosaic Restaurants,164,3.615854,,,,,,,,,
hfZYC7ACdd0T103mwHULbA,Terra Nova,164,3.420732,,,,,,,,,
L7HqDGVSyNIYtmxGD8xfiw,Fatman Kitchen,164,3.963415,,,,,,,,,
RMjHlAejNrLHzF4-G4uyng,Brady's BBQ,164,3.176829,,,,,,,,,
FxeakFEI6gObK0CxcOft-A,Manhattan Jack,164,3.420732,,,,,,,,,
7kLE0V9Pid6dx1vD4-jQfQ,Maoz Vegetarian,164,3.981707,,,,,,,,,
bp-YfsJnbSje3ayCZLGaUA,1933 Lounge,164,4.45122,,,,,,,,,
3QqkYkN4oIPCMWUG1B3LyA,Naked Tchopstix on 96th st.,163,3.503067,,,,,,,,,
BDMNPVaCErRN3xWoPagzCA,Sakana Japanese Sushi & Steak House,163,3.202454,,,,,,,,,
bISwIzk6cMQtTf3QSlXi5Q,Stanton 1 Hour Cleaners,163,4.09816,,,,,,,,,
6Elosz30YlUT3PTGF_Kwew,Nick's Greek Deli,163,4.171779,,,,,,,,,
_6p_j0UL7ST3b2nvHw82eA,REBAR COFFEE + KTCHN,163,4.02454,,,,,,,,,
bpx0pcXxPjX2Mk7dDPLIxw,Phamous Phil's American Cuisine & BBQ,163,3.588957,,,,,,,,,
kFxHQcrCEycaWLEOkkoE1A,The Neidhammer Coffee Co.,163,4.668712,,,,,,,,,
xYDO35xImuSEGO5fKk6UtA,Box Of Cubans,163,4.779141,,,,,,,,,
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,163,4.392638,,,,,,,,,
U61GVlMhdnMPri2NJXHayQ,The Goodness Land,163,4.141104,,,,,,,,,
IZZ7J14VnJGyUqYH1tgT6w,Satellite,163,4.613497,,,,,,,,,
02qFLwwFi8T804rHcYh7Zw,Higher Grounds,163,3.877301,,,,,,,,,
1CPs4fPAtlO05ky9ZOQjFA,Lager's International Ale House,163,3.766871,,,,,,,,,
nfKBOWF9qE6eb3zmgJeCSA,Banhdicted,163,4.552147,,,,,,,,,
IXRSMV7U5D0sYJvArEbm5g,Finn McCool's Ale House,163,3.570552,,,,,,,,,
8JRdV8M8b2bIZGH92gMQ0Q,Coma Coffee Roasters,163,4.282209,,,,,,,,,
QUk44voqlOHdGMX852F2Rg,Cactus Club Cafe,163,3.907975,,,,,,,,,
rf_hUr2C-BfqjbPSk4_1Ig,The Hotel ML,163,1.742331,,,,,,,,,
3pamD1Qj7MXrF6dglK_guQ,Club Congress,163,3.797546,,,,,,,,,
tgdhpWSIqw2u9rNLokZKjA,Artiva Hair Salon,163,4.190184,,,,,,,,,
bHPq-vQesglrIsvtkVdHrw,Wok-Inn Noodle,163,3.944785,,,,,,,,,
G6EjPHf4DZNOiwGWT5Td5g,Sawatdee Thai Cuisine,163,3.907975,,,,,,,,,
_uDhUdcNBtgiOXPGPWunoQ,Taco Fish,163,4.374233,,,,,,,,,
NI3or7gqS-lFOqWDARgk3g,Bumsted's,163,3.889571,,,,,,,,,
uTo3w6fSfOW-JDtyjpLG1A,Old Farmer's Creamery,163,3.754601,,,,,,,,,
nhmt28L9bhFhBm49Ari79Q,Great Basin Community Food Co-op,163,4.294479,,,,,,,,,
ElaSvDEnNV0yfKkKzczLbw,Howl at the Moon Indianapolis,163,3.202454,,,,,,,,,
B03ajYBGDkZrIDB9lRTwUg,Valentino's Ristorante,163,3.981595,,,,,,,,,
GlayTPWmrPj8qCaaJuafdg,Amigos Burgers and Beer,163,3.96319,,,,,,,,,
Ro7opPbuSZdL1igdatdTMw,Crow and the Pitcher,163,3.601227,,,,,,,,,
DZUZbsr-a_59zjjPY8rGKQ,Stitch House Brewery,163,4.092025,,,,,,,,,
-0jzoPt3UeXn6FUXVQvyPg,Trillium,163,4.453988,,,,,,,,,
g2FmJOHqaYFuRnPuMCcEoQ,Smiley's Snack Shack,163,4.269939,,,,,,,,,
p5OEYAsKeMjNKZI-gZiQrg,Oriental Pearl Restaurant,163,4.184049,,,,,,,,,
pWDE_rueENu_f5HKA_AsWw,Dune Coffee Roasters - Storke,163,4.177914,,,,,,,,,
IluxvTggJl9wdBo2ZLMxRg,Anthony's Pizza & Italian Restaurant,163,3.944785,,,,,,,,,
_Rj-WaJMlpdhM3hNzrjgoQ,Waxing The City,163,4.717791,,,,,,,,,
pog-n68Vw_8tvHPHB51rZQ,Love City Brewing Company,163,4.472393,,,,,,,,,
xmyyCbcUhXaiYqzejO0Sgg,Olivette Diner,163,3.993865,,,,,,,,,
aIoUwpy5ZFQXUDxWMnMZ4Q,Pete & Shorty's,163,3.368098,,,,,,,,,
7Qi2oZY5vgCcQb3g6iNeyw,Bynum's Steakhouse,163,3.392638,,,,,,,,,
5Ce3lZksYVkCbrihqylVHQ,Sushi Nara,163,4.294479,,,,,,,,,
lWzjyk3qNgXccPDxt5NcfQ,Sardina's Italian Bistro,163,4.128834,,,,,,,,,
QmKI6ay6zPOHRIyxyt1r3g,The Washoe Club,163,4.392638,,,,,,,,,
L4G5ABxhYHQAKIcT0818_A,Bob's Diner,163,3.453988,,,,,,,,,
qsLVHCPvRkDX2sQdQM-RDQ,Jamaica Jamaica Island Cuisine,163,4.220859,,,,,,,,,
VYZUkQCYycb07krnGiVPSw,Pietro's Prime,163,3.693252,,,,,,,,,
gWtfAb3VVOSApDXrlOg5Aw,Channelside Nail Salon,163,3.668712,,,,,,,,,
2N9WHETHcYJsfYpHQ-qN_A,Crushcakes Cafe & Simply Pies,163,3.613497,,,,,,,,,
YSJZZ1_8uHIIV4w44RSllA,Flying Pie Pizzaria,163,3.251534,,,,,,,,,
Bda92vtAuK-FcXAw_D0Pxw,Koizi,163,3.018405,,,,,,,,,
QDzxlMlwKWdrFlvZdJErSg,DeAnna's Restaurant,163,3.079755,,,,,,,,,
aPzPtsqsIpB1dk5naJ9ULw,Spavia Day Spa - The Summit,163,4.576687,,,,,,,,,
cGHRiW3ObFO1eOMUTBBM_Q,Taegukgi,163,3.791411,,,,,,,,,
EB69_8Q9xlG3RdzQWOKAjA,Tommy G's Coal Fired Pizza,163,3.822086,,,,,,,,,
MnjCw3oaM0Hq39bjONDU0Q,Cheese Please,163,4.785276,,,,,,,,,
jaJhPD1mn5aqWUr61-nxyw,Noble's Kitchen & Beer Hall,163,3.539877,,,,,,,,,
bFIyk5wMY2WinvONbeVgeA,Big Daddy'z BBQ & Grill,163,4.466258,,,,,,,,,
NxyWNRXB3O-aBQQLx1ckrA,Chipotle Mexican Grill,163,2.269939,,,,,,,,,
jkh0A69JyazG0RoWyMWtCQ,Appalachian Brewing Co.,163,3.269939,,,,,,,,,
fRjCxfK4IgAXDfsVg-JrGQ,Yats,163,4.319018,,,,,,,,,
bGITrkWR3bNTuQDBvngNHA,Athenian Garden,163,4.067485,,,,,,,,,
mTXJ2v6HbikFjpDqeLyOnA,Country Catering Company,163,4.441718,,,,,,,,,
OvC4Ecgzk2SI7R8qD0rk9Q,Sky Bar,163,3.435583,,,,,,,,,
MeJ4afqMv8_JjTHgjdrg_Q,Joseph Ambler Inn,163,3.656442,,,,,,,,,
nHuB7fg6XbH9v1aLnlf0Zg,BRAVO! Cucina Italiana,163,3.392638,,,,,,,,,
7fSehNL4pBJ26FOeLqPj1g,Canal Street Bistro,163,3.932515,,,,,,,,,
o2sdqQ7e4IzeBWxUo_-tFQ,Saigon Bowl,163,4.613497,,,,,,,,,
GqUv8rF5h3ZZFfj7S9tgyQ,Taste of India,163,3.116564,,,,,,,,,
WRjrtbqSSi7i7Y96cn98jw,Taste of Punjab Indian Cuisine,163,4.300613,,,,,,,,,
1SwfAYI1HGDyJKHmdRXI5Q,Dale's Family Restaurant,163,3.840491,,,,,,,,,
lpDctDItk9GkfZD-cZ6oQA,Revel Kitchen,163,4.190184,,,,,,,,,
2ISbt4jtUSs0c1eYx836HQ,Zippy Shell - Tampa,162,3.87037,,,,,,,,,
U6PmPJdNMI_dTUPySS5TDg,Fruitwood Standup Market,162,4.512346,,,,,,,,,
YuvnCZ8b9nNRs0Bu2PbG8Q,Caseys Craft Bar Kitchen,162,3.962963,,,,,,,,,
JbACN82QLDl_D00A5cmLlQ,Grille One Sixteen,162,3.987654,,,,,,,,,
K4iDK3cRduiaJ6eL5jHrgw,Liberty Bell Diner,162,3.654321,,,,,,,,,
cm-ktGVjq_CD_MOA_wjOEg,Tribe Salon,162,4.580247,,,,,,,,,
lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,162,3.444444,,,,,,,,,
XwnkfMUiyH-OsJXbmbOK5g,Sushi Tyme,162,3.401235,,,,,,,,,
3koeM2Blt-4rEmVIJAZf8Q,Woodwork,162,4.209877,,,,,,,,,
NRd01eXx85MPnfSz6YInvA,Fogatas Authentic Mexican Food,162,4,,,,,,,,,
OhwO9B36viYBAW4ImMoTCA,McCormick & Schmick's Seafood & Steaks,162,2.814815,,,,,,,,,
aNNCjIDnTxn3YXRa4SnzYA,Vesper Sporting Club - Center City,162,3.493827,,,,,,,,,
tiEkH6TbOQMZHRo46rmdTA,Denim byob,162,4.506173,,,,,,,,,
d9vapPUlJCSSrltRRKO9ig,Sushi Avenue,162,3.808642,,,,,,,,,
0nMdZRSeaABr2PRbs_cpiw,China Cottage Restaurant,162,4.135802,,,,,,,,,
yL34JumMcJqQZmA8BZ3TrA,Ram's Family Restaurant,162,4.555556,,,,,,,,,
2UZvVu5v5SQ_xrPwQAtvJw,Tacos 46,162,4.296296,,,,,,,,,
#NAME?,Texas Roadhouse,162,3.697531,,,,,,,,,
lzC5GKuP0haiIz7gOtvDFQ,Buffalo Wild Wings,162,2.339506,,,,,,,,,
YeMouev-sLfAxykmcANNoQ,Bellagio Pizza & Subs,162,4.018519,,,,,,,,,
UnqMg3e3qgCvEYW0E4RUYQ,Old Northeast Tavern,162,3.660494,,,,,,,,,
fSCyylUhuA9BSakKPFoUbA,The Left Bank Bistro,162,4.222222,,,,,,,,,
wzPc5d1l0PpxQLQDhh8T2w,Toro Loco,162,4.092593,,,,,,,,,
Z2zPngLTMttIsU1c_9yo7w,Bonefish Grill,162,3.481481,,,,,,,,,
LViyOllt47lHXC9hZ69owA,Thai Pan Alley,162,3.358025,,,,,,,,,
Z4Yfcktc-2RhNprA6l35lg,Pinocchio's Bar & Grill,162,3.598765,,,,,,,,,
xh7mQ46QUMswpugKJFmppQ,Matjoa Korean BBQ,162,4.567901,,,,,,,,,
SdkqjxVbt6Nz98lRYIcBrQ,Panda Express,162,1.839506,,,,,,,,,
vpc5PFLMo0oJQzuNZaSlyA,Applebee's Grill + Bar,162,2.203704,,,,,,,,,
JT42WVnP5XuaQqfdSqb5LQ,House of Cheung,162,4.283951,,,,,,,,,
mIxVPAdKyICXbllwtzWzow,Prohibition  Kitchen And Tap,162,4.290123,,,,,,,,,
7FC9dh6hEyK9b3gzBi8lwQ,Ladue Nail and Spa,162,2.648148,,,,,,,,,
gFrS8iKwKXJ13vrcZavPFg,Hotel Royal,162,3.574074,,,,,,,,,
RNgb844JJbo6vO1iUod8vA,LongHorn Steakhouse,162,2.450617,,,,,,,,,
oVr68YLI0PMSkEc_SHMkFA,"The Ritz-Carlton, St. Louis",162,3.932099,,,,,,,,,
kxxexMsFL4xJLIafhXXFlw,Esau's Cafe,162,3.820988,,,,,,,,,
lX50JpkI4TCttcsyMYOcKw,Inn of the Hawke,162,3.574074,,,,,,,,,
#NAME?,The Phils Tavern,162,3.45679,,,,,,,,,
m0dBq-YzfRbRsN4aJF5MIA,Charlie's Steak House,162,3.592593,,,,,,,,,
4UPvZxPM7kXZH_1_UrfsFw,Bamboo Beach Bar & Grill,162,3.358025,,,,,,,,,
Y0EG7hB8aSeAk1PRvD_HpQ,Conrad Indianapolis,162,4.12963,,,,,,,,,
TS2lSU78Hk4U-YuDQHO8nQ,Safe Lube Plus,162,4.598765,,,,,,,,,
iKLhnstKcsUILIaOHwhJ8Q,Solid Grindz,162,4.351852,,,,,,,,,
2bl6G1zgXUHbMGwEocqMSg,Daves Dogs - Cart,162,4.833333,,,,,,,,,
9XjXIqQFQ2SfeHTwPRngIA,Deville Coffee House & Crêperie,162,4.320988,,,,,,,,,
T85Ck4uybby0-klUlxF_nw,The Satellite Cafe,162,3.728395,,,,,,,,,
1sO-Ujuvs8igSyaD35xx4w,Audubon Park,162,4.654321,,,,,,,,,
IkeqRpAUyxNUpVWtdS8UjQ,BubbaQue's,162,4.160494,,,,,,,,,
whA2TmbaegoFnrTtFZ2i0Q,Goomba's Pizzeria,162,3.524691,,,,,,,,,
CIy5YA8iphBQbJPf2v1FSQ,PJ Whelihan's Pub + Restaurant - Haddonfield,162,2.981481,,,,,,,,,
9JUi2YQzzV3PfOBzvQPrMQ,Jalapenos Grill 2,162,3.962963,,,,,,,,,
mPKqBWLSD8wxJLJ_4juY2w,Chocolate Maya,162,4.524691,,,,,,,,,
uPnrOJOTmWQ8LPgCkvOf5g,Young's Nail Salon,162,3.685185,,,,,,,,,
9CSemNj2bWMu8PXkikv-FQ,The Brass Ring Lounge,162,3.962963,,,,,,,,,
wHnk0H_5RGBSYCC32SmkIQ,Bayou Wine Garden,162,4.259259,,,,,,,,,
bqAwBg211dfN4cCb7NRpsQ,Tacos El Rey,162,3.574074,,,,,,,,,
eFwFIh7olBwMHQ6ByoRH-Q,Goody's Soda Fountain & Candy Store,162,4.432099,,,,,,,,,
hlcJtI8X_KLj0_lDp0zp4w,YaYa’s Comfort Food,162,4.697531,,,,,,,,,
QVGHZ_gV-0fO8GeHnNK17A,The Voodoo Lounge,162,4.154321,,,,,,,,,
o5UrUOKcmj5GFXmB6Osb6w,Bouligny Tavern,162,3.864198,,,,,,,,,
E55sNGuWYTRlH3r6_5OlOg,Domaine Hudson,162,4.240741,,,,,,,,,
Op1PKEFSdADkc7Dq_1D18A,55 South,162,4.012346,,,,,,,,,
UXxSs2c2r0WT_zkWzFJ9cw,Champps,162,2.345679,,,,,,,,,
bKtYoWxtlHaqP6KN65HWcA,River City Casino & Hotel,162,3.012346,,,,,,,,,
5klPNmSR9i8U2fGtTDvtIw,American Tire Depot - Santa Barbara,162,3.888889,,,,,,,,,
rtx99T9WseyVjw59LWrG-Q,DoubleTree Beach Resort by Hilton Hotel Tampa Bay,162,3.666667,,,,,,,,,
Sw53KWMB8cYjF7EZX7O9PA,The Hyppo,162,4.722222,,,,,,,,,
h-LoRnHxlAx4tS2UJrmKLw,Sanwa Farmers Market,162,4.302469,,,,,,,,,
4uJ6Ox6GRMVzkUt306kzIQ,Superior Moving & Storage,162,2.845679,,,,,,,,,
paNYNJ-VFDgwLY201IrXCQ,Sakana Omakasè Sushi,162,4.290123,,,,,,,,,
CSRJYftc_THPHSJQAqghCg,Crispy Bird,161,2.987578,,,,,,,,,
4MXnrz1I99c13tsv4aDkFA,Old Pueblo Grille,161,3.15528,,,,,,,,,
dbcyr5OqDle6YdafD9YPbw,WingHouse Bar & Grill,161,3.385093,,,,,,,,,
ypetvi7gxJHP-32ELu14uw,Taste of Tokyo,161,4.093168,,,,,,,,,
ymPNRnklcO7uThoMjr7_Bg,Burritos & Beer,161,4.515528,,,,,,,,,
tMkwHmWFUEXrC9ZduonpTg,The Green Pheasant,161,4.130435,,,,,,,,,
hnJxt83bHDlUhklkQNz5EQ,Wasabi Sushi Bar,161,3.391304,,,,,,,,,
gZqFuqTjtN4Bfh-_fO315w,Tandoor & Tikka,161,4.142857,,,,,,,,,
gz9b3mEPMIAoWVj6n5Wccw,Silverado Rooter & Plumbing,161,4.590062,,,,,,,,,
HUVLNeBs32cInBZVFS90RA,Bardot Cafe,161,4.354037,,,,,,,,,
bynMoQz--EsgtIQCZg-YJA,China King,161,4.099379,,,,,,,,,
gczLFZVmpfsBB3uUHEbWiA,HipCityVeg,161,4.347826,,,,,,,,,
E_wwKdlWHnjpuEpiOMKPfg,Enterprise Center,161,3.534161,,,,,,,,,
5kXqNRNpxm4vP_awcidPDA,Red Lion Diner,161,3.42236,,,,,,,,,
rAytSQU5RQHvXe1Wl_j37w,Bab x Chicken,161,3.993789,,,,,,,,,
ubNXgh90PKODEWzVnXrFyA,The London Tea Room,161,4.36646,,,,,,,,,
EaGQz-Y2aAdfrn1XXgjJ6A,Ultimo Coffee,161,4.142857,,,,,,,,,
