CITY,BUSINESS_ID,NAME,TOTAL_REVIEWS,RN,,,,,,,
Spanish Springs,IjJSHYMgXV3ZQSAr0tn19A,Sip of Saigon,73,1,,,,,,,
Spanish Springs,jFn5pbJySxsPk0kaZfw5ig,Taco Bell,66,2,,,,,,,
Spanish Springs,VI0otgWu9GcQOZYJnenmcw,Raley's,60,3,,,,,,,
Spanish Springs,F-Z2J3GDTNge3K6bsbnKSw,McDonald's,58,4,,,,,,,
Spanish Springs,nOlkYN683lWs7tluV-6R5w,Nevada Heating,57,5,,,,,,,
Upper Southampton Township,RmEuAg_sbAI7DD3BurvO8Q,Starbucks,20,1,,,,,,,
Edmundson,OWvCLj-BYzhhdo97MxAbzQ,On The Run,7,1,,,,,,,
N.Wales,9SCZdPbyJHD1fF1k957DiQ,Wendy's,28,1,,,,,,,
Palm Harbor,ZfOS7Mz-iGseNxBhlhXm_w,Lucky Dill Deli,1008,1,,,,,,,
Palm Harbor,DttoNnRRQyRoKPoun0nxwg,Ozona Blue Grilling,518,2,,,,,,,
Palm Harbor,_A2YtPqLxss0uLhRey5yCw,The Thirsty Marlin,419,3,,,,,,,
Palm Harbor,Al2YIlvkieMwo5hW_ZBgBA,Mystic Fish Seafood Grill & Bar,385,4,,,,,,,
Palm Harbor,TlcMQKzX2Cxh3LSwY-24uw,Local Brewing,269,5,,,,,,,
"Maryland Height, MO",vh0DCgQvOp-2CXT7B7eeAQ,Moldman St. Louis,10,1,,,,,,,
Pasadena,jCZi4-LRB2bU-dxBSPmn9w,Dunkin',49,1,,,,,,,
Pasadena,xg5aLzRRt1oco6O3O07rQg,Walmart Neighborhood Market,16,2,,,,,,,
Meridan,nWuzAvLnjGyq7_Rhn55EEg,Kendall Ford of Meridian,57,1,,,,,,,
Meridan,gubDLU494v_9a9mQCZ1YEg,Heartfelt Bridal,5,2,,,,,,,
Newtown Sq,Hmm0OJTyFtCVp8DWvHN2hA,Scott's Fireplace Products,7,1,,,,,,,
Paulsboro,oBRv0szstOAamUktrBdVqA,Paulsboro Diner,39,1,,,,,,,
Paulsboro,hMc6RFqGBpT1rW-dzvqLBw,John's Seafood,30,2,,,,,,,
Paulsboro,cxbqRlc1d-sN1rrU_dmekQ,Bourbon & Brews,29,3,,,,,,,
Paulsboro,8CfXhST1sJt6IH99PPEZYQ,McDonald's,27,4,,,,,,,
Paulsboro,OZ0t8PySiJGxpyGWPOpL6A,Don & Bert's Custard Stand,25,5,,,,,,,
Carversville,GaDat3DWr99YcWhPFRA5ZA,The Carversville Inn,75,1,,,,,,,
Carversville,GqPq9wiLefVLmUzVU-Nahw,The Carversville Kitchen,38,2,,,,,,,
Bridgeport,aY_K2q158ZTlUdUgOnLTyg,Puddlers Kitchen & Tap- Conshohocken Brewing,214,1,,,,,,,
Bridgeport,9Uczm0SLoHhopacyKf3-1g,Taphouse 23,212,2,,,,,,,
Bridgeport,uvtfWHc5tPuyE_78trC_6w,Franzone's Pizzeria & Restaurant,192,3,,,,,,,
Bridgeport,ncxN9II-MeXRudUrE3GVsA,Bridgeport Rib House,140,4,,,,,,,
Bridgeport,t1V22HQHjF1dlOfxJAWYRg,Andy's Place,97,5,,,,,,,
Drexel Heights,5XtuUFM1f1hIehVd9SbYSg,The Dogout,7,1,,,,,,,
Sellersville,8IlX6V-GCKwL__-KverXfA,The Washington House,132,1,,,,,,,
Sellersville,xFdZbv00SJwv5YSgwAGwqQ,Stella's House Blend Cafe,101,2,,,,,,,
Sellersville,ufZQ3_SVnhF-MYxoklH2JQ,Arielle's Country Inn,68,3,,,,,,,
Sellersville,4y5nCB6NWXRpjL8Spo1iuw,The Horse Tavern & Grill,59,4,,,,,,,
Sellersville,jmhKocnqFGnOfI6kT2wX_w,Sellersville Theater 1894,47,5,,,,,,,
CHESTER HEIGHTS,jK4iq6W-zQG6sfe8UmbqrQ,Honey Fix It,8,1,,,,,,,
West Norriton ,XZ0gJHe2z2ouKD9XWTSIXw,Cream and Ice,8,1,,,,,,,
Oracle,hMzIpPVKf1-w_DA1tVTeww,Casas Adobes Optical,6,1,,,,,,,
Oracle,_aGkp2SPUzNX8-iU-YzEDw,YMCA Triangle-Y Ranch Camp,5,2,,,,,,,
quakertown,1W2pIK8FBrgJNVGAcCD-sw,Eastern Connection Movers,22,1,,,,,,,
Belleville,nwN92Uje-xIKE5voPTTvBQ,BEAST Craft BBQ,609,1,,,,,,,
Belleville,omKVwCFLQYs_ySD1bPk6iw,Eckert's Country Store & Farms,412,2,,,,,,,
Belleville,iGudoXTmbAmz1gg3H7omyA,Hofbräuhaus St Louis Belleville,314,3,,,,,,,
Belleville,zMe0kY6KMRVdlUKmme-JpA,4204 Main Street Brewing Company,287,4,,,,,,,
Belleville,gfQmLdpBzhs_y1sQhIzjBQ,Casa Maria Mexican Grill,169,5,,,,,,,
East Greenville,bGB4Xa2BPe2eDhXHVWQPHA,Phamous Phil's Bbq At The Main Street Inn,5,1,,,,,,,
Mount Ephraim,zAz_ROUOX0s6_Z7N3gqbHw,Black Horse Diner & Restaurant,116,1,,,,,,,
Mount Ephraim,r2LEh95Rw8w6XTx04-TC4A,Dinic's Oven Roasted Beef and Pork,77,2,,,,,,,
Mount Ephraim,UxorUOnRk_scFybq5gzYgA,DaVinci's Pizza & Pasta,32,3,,,,,,,
Mount Ephraim,y7R7k54o6MEVEuRmfRozsw,Valvoline Instant Oil Change,27,4,,,,,,,
Mount Ephraim,5tZ42WGLm9fr_F4eg7ME7w,McDonald's,23,5,,,,,,,
RIVERVIEW,DjpthTFpAY-9pOTXtwJjFQ,Sonic Drive-In,40,1,,,,,,,
RIVERVIEW,cLklKGmZLe4UUJdKdCoPcg,THE POPCORN SPOT,10,2,,,,,,,
St. Peters,q7rBuON2WEIhdfz-AIYFFg,Jafra Mediterranean Restaurant,124,1,,,,,,,
St. Peters,ttkcGO0ihDugQJak6ld_QA,Krab Kingz - St Charles,22,2,,,,,,,
St. Peters,ndXNmNFIlHMod6nlx59Zqg,Amelia Aesthetics,7,3,,,,,,,
W Cherry Hill,ckAA5u2D8bGqQZ0JFjLH4Q,Blue2o Seafood Grill + Bar,109,1,,,,,,,
SAINT LOUIS,JZzYeGukW-AnBK6iXzM5Fg,Asset Towing & Recovery Services,18,1,,,,,,,
SAINT LOUIS,_RGW8dhyqc2vMuXO-jvwng,NAPA Auto Parts,8,2,,,,,,,
SAINT LOUIS,h1aSaYOglTTPyjMiQSFHNQ,Del Coronado,8,3,,,,,,,
Elmer,zs2-38-l9cbJnmnHFr2JkQ,The New Dodge's Market,71,1,,,,,,,
Elmer,VG5wOdj4Z9-xBWJ9xebQMw,Yogi Bear's Jellystone Park,48,2,,,,,,,
Elmer,JlHNxO9N-jJ-jbb7Q3rcgw,Elmer Diner,48,3,,,,,,,
Elmer,Uj5MG6Tnd0iQzbKr_l4vJw,Kountry Kitchen Restaurant,40,4,,,,,,,
Elmer,fAw7o1UFuppkS_ws4eFzxA,Shining Kingdom Cleaning Service,18,5,,,,,,,
Town n Country,t6gPcWX0CGkMR0AM1lCazw,Tostones,31,1,,,,,,,
Foster Pond,2_3Sx_XI2SbNYbIolKJq_Q,Dreamland Palace German Restaurant,74,1,,,,,,,
Wrightstown,VCeHJ1tRUVi7Vn6nPMtGFA,OwowCow Creamery,139,1,,,,,,,
Wrightstown,fmFiSeSGjaA8KI-xHB5Xxg,The Fancy Fig Cafe and Catering,64,2,,,,,,,
Wrightstown,X5__rf-xBZTKXEyYXGEvLA,Villa Nuova,9,3,,,,,,,
Wrightstown,7lAj46kTZEHkppK-0CRsxQ,Wrightstown Family Medicine,8,4,,,,,,,
Tren,ppZh21qnYn9etrERwBeASA,Jamaican empire,10,1,,,,,,,
Philadephia,8bXN8rouWRTKxvfuHNDRBw,TGI Fridays,274,1,,,,,,,
Philadephia,qK85LZ9wOJBETnmE1jsxEg,Epidedmy Skin Care,54,2,,,,,,,
Philadephia,I3Mzzi5jLiy56ameiG-FIg,Gynecology Specialists of Philadelphia,37,3,,,,,,,
Philadephia,iZqdoqow3e7-D71_Lx_2Eg,Onyx Club,28,4,,,,,,,
Philadephia,U6zURLzXTIqQQdJPJC2XpA,PetSmart,18,5,,,,,,,
Wyncote,JkVsdDLxVUvM2T2W5S1qUA,Michaels,111,1,,,,,,,
Wyncote,LA0hvHmCoByIODxVp0LXZA,Main Street Pizzeria & Grille,79,2,,,,,,,
Wyncote,nKUib9LDTn6hfer2pcKJAA,E'TAE Natural Products,57,3,,,,,,,
Wyncote,0VfUkgdjP3njHcv3VJWKdw,Walmart,56,4,,,,,,,
Wyncote,gmZy0OJePPCQfJesIXYxwg,Chick-fil-A,56,5,,,,,,,
Franklinville,VaMpfrdGKivEdtfxUTcErg,Franklinville Inn,187,1,,,,,,,
Franklinville,r_H5cHnoZB5g7vZAa1YP8Q,Cap'n Cat Clam Bar,79,2,,,,,,,
Franklinville,3jjwgLbdo5y7DV2S8eQbvA,Carollo's Ristorante,58,3,,,,,,,
Franklinville,TNj1p4o4P0r16XNAvM2KoQ,Danny's Pizza Pizzazz,38,4,,,,,,,
Franklinville,DwRfXR5ZN-kV_9MH8x9XFA,The Bagel Barn,29,5,,,,,,,
South Harrison Township,YA-ulT4DSw4gXZrgJzK-Yg,4D icecream,8,1,,,,,,,
Scott Air Force Base,OYurSs6SJYqU1cvEivz6xw,WIT Cafe,19,1,,,,,,,
Scott Air Force Base,7-O2dVHG0-PetceB7DCXdA,Lam Lua Massage,8,2,,,,,,,
Scott Air Force Base,qAMpQHzKOlZOLUEKxxj9rw,Casa Maria Express,8,3,,,,,,,
Scott Air Force Base,cQDUoid9D_hF8L2GxtHWOw,Joe's Asian Cuisine,8,4,,,,,,,
Scott Air Force Base,tVDIDxwcWVJKDhKGI84dXw,Scott Air Force Commissary,8,5,,,,,,,
Eddystone,bMratNjTG5ZFEA6hVyr-xQ,Portobello Cafe,140,1,,,,,,,
Eddystone,GCy7T_i5RHSVuVGaUp9ILA,Walmart,27,2,,,,,,,
Eddystone,Rply0vEJrwuAa1vOvJgTnw,ShopRite of Eddystone,17,3,,,,,,,
Eddystone,3_kZ2pDiKJLZ9kGKKOWqdA,McDonald's,17,4,,,,,,,
Eddystone,RC60f4tosdj0hW4CUsuSXQ,Ming's Garden,16,5,,,,,,,
POTTSTOWN,d05qPj5XWr--rBgxZRS65w,Kings Seafood & Pasta,6,1,,,,,,,
Oldsmar,c0F9yKr0bJuQDtG1lzDgmQ,Craft Street Kitchen - Oldsmar,1059,1,,,,,,,
Oldsmar,O1Cw2yzf4bCuKjbVTljqUQ,Flamestone American Grill,549,2,,,,,,,
Oldsmar,kCV9CwW28Uz1ln4IXGhGwg,Shaker & Peel,368,3,,,,,,,
Oldsmar,WZm72JqVRfpw2Pu3vag9gw,Hot Tuna Sushi Bar & Grille,335,4,,,,,,,
Oldsmar,FKgkGKRJYppEGCYuK_DOGg,Salt Rock Tavern,321,5,,,,,,,
Caln,OIsp_czyxCEoBnf_GaLCqg,King Bagels,12,1,,,,,,,
TUCSON AP,mk5cJN2V81sRs3YBfDocmA,Thrifty Car Rental,46,1,,,,,,,
Haddon Heights,KxgoNsTwdurBn7gkIL8BZg,Brooklyn Original Pizzeria,110,1,,,,,,,
Haddon Heights,CSnu-FS1eNNx6dGyOuSoNA,Kunkel's Seafood & Steakhouse,107,2,,,,,,,
Haddon Heights,JPm93BlP-UHYPqFgK66JUw,Local Links,73,3,,,,,,,
Haddon Heights,5Kn1o2ryylzHMQVNFy5pyA,Anthony's Creative Italian Cuisine,65,4,,,,,,,
Haddon Heights,k568vzSXowm6vPK6fqfCyg,Station House Restaurant,63,5,,,,,,,
Oldmans,lXKgIrsrXhsPRZHeqOKzBw,Clara Barton Service Area,72,1,,,,,,,
Oldmans,g-GurkPLhwx13WNehQUlaQ,Cinnabon/Auntie Anne's,5,2,,,,,,,
Seminole,4GGgtvEzl233jS1SZ3SgGQ,Daly's Flame Broiled Burgers,274,1,,,,,,,
Seminole,haAIu_BLD6khheesCjKIRw,Jimmy's Sushi Bar,268,2,,,,,,,
Seminole,jt40eBF6B9G9CC0_-9wkEg,Zom Hee Chinese Restaurant,266,3,,,,,,,
Seminole,cezbcRLRWCKz1wztpQGgjA,Miller's Ale House,248,4,,,,,,,
Seminole,BWkiW0r0h7ytdbWMhay7wA,Rapp Brewing Company,230,5,,,,,,,
Real Goleta,s6-pwQHhvnyeMmyhROvvgA,Hotel Goleta,46,1,,,,,,,
Upper Darby PA,WFhdXAPHpe5Gn9XhOTQu0g,N&J Alvarez Construction,6,1,,,,,,,
Costa Mesa,Pm8Udym9PZuZGKqv74Wrpg,Remnants of the Past Vintage Show,9,1,,,,,,,
Riverview,DorCmYVDR5wcCVvbCAvzEg,Fred's Market,628,1,,,,,,,
Riverview,ICi5Kv1jbgypI-XdrY_87A,Boca - Brandon,574,2,,,,,,,
Riverview,b3tI8ODMieXSflFHLFA92A,Cali - Brandon,569,3,,,,,,,
Riverview,IiSXzsFJaFEMTkiUsPFm_g,Pho Hoang Restaurant,377,4,,,,,,,
Riverview,OZcpjMrFrx3g3uo3xr0H0Q,Acropolis Greek Taverna,333,5,,,,,,,
Cheltenham,G1Rls30zLBxmreN4duaVQA,Pita Pocket Eatery,121,1,,,,,,,
Cheltenham,oY5LFo6Yxxf32ePna6mEUQ,Chung Dam Spa & Fitness,104,2,,,,,,,
Cheltenham,_BKyniFZ3lDeTo3JeKkv6g,Sol Levante Bakery,59,3,,,,,,,
Cheltenham,u3R83TV-8t4061JTwbZBng,Timmy D's Deli & Catering,52,4,,,,,,,
Cheltenham,H0r2ZtYuOyk2q_Utn-NGAw,China King,36,5,,,,,,,
Bradenton Beach,8jIy-ypIi9lrMfCQcMJztA,Taste Time to Love Us,8,1,,,,,,,
saint ann,RyhoDgzLq4BLa9cv0S-Bvw,Compu Cell +,6,1,,,,,,,
Alloway,nChGjLmmNEOjPOWNSOKoHA,Alloway Village Inn,13,1,,,,,,,
Alloway,gWDeSVOZh8ThPMU2G9dAtg,Helen's Cafe and Gardens,5,2,,,,,,,
MEDIA,CftOliRKBvSPABNzt49pdQ,Peking Media,147,1,,,,,,,
Rutledge,SYTZjphsAyR8Nmna37SCew,Hometown Hair Shoppe,7,1,,,,,,,
Ballwin,1fy9fS3UH2k4TfQcryNKkA,Goedeker's,788,1,,,,,,,
Ballwin,L4mb344-MC_M4rX8weA3WA,Circle 7 Ranch,464,2,,,,,,,
Ballwin,2OQlbtkHupTKoVcgGaNINA,Joey B's Food & Drink,304,3,,,,,,,
Ballwin,bdth7r1brx9yRU7sYwF9jQ,Nippon Tei,266,4,,,,,,,
Ballwin,oqHGxhZfKE3n0h2ICtoqpQ,Tucker's Place,258,5,,,,,,,
Spark,gyubxdL6K_IhybugN60IAg,Reno RV NV Mobile Repair,5,1,,,,,,,
Oreland,FRBGjZKVmKqcyFb7XQCjXA,Fill A Bagel & Breads - Oreland,61,1,,,,,,,
Oreland,wLQACXKoFSYMKMOMwtWg-A,Rosario's Pizza,46,2,,,,,,,
Oreland,63_ijW0J_PtizFXsuAJQcQ,Bernie's Pub,42,3,,,,,,,
Oreland,EfYxcjn8pOheZUcP47JiBw,1°C Iceland,31,4,,,,,,,
Oreland,jfIwOEXcVRyhZjM4ISOh4g,Oreland Pizza,29,5,,,,,,,
Martinsville,71uJhpJD4RFjzr8kgzRaqw,The Knuckle Sandwich,66,1,,,,,,,
Martinsville,mDbUoCUKxZ01nGndwBb0Aw,Whiskey River Bbq,34,2,,,,,,,
Ewing Township,lstgSw6ejDzZRZLf446x8Q,Erini Restaurant,322,1,,,,,,,
Ewing Township,nTkJq7iDAcPyoe2zP5NhyA,Blooming Grove Inn,108,2,,,,,,,
Ewing Township,xJcdxxhxNSjyIWHkpGN7Jg,Lighthouse Jamaican Restaurant,72,3,,,,,,,
Ewing Township,-0jK77zdE3-plqXuwXtilQ,Salerno's III,72,4,,,,,,,
Ewing Township,LbC9k-i-zCbHu5ctKgmlDQ,Davis Hyundai,70,5,,,,,,,
Ridley,mqdjEgfp_xDjPJOXBRwwUg,Wendy's,26,1,,,,,,,
Ridley,LjG1LBN90JDTzcNi9_mFCg,MacDade Bowl,10,2,,,,,,,
Franklin ,2YcrkofainEY16wcR1qj2Q,Vital Form Chiropractic,29,1,,,,,,,
Delran Township,ubQ8-MIyV11ke4OO9WSRFg,Ott's Tavern,52,1,,,,,,,
E Saint Louis,E6rlbqtq5dDKeLQXJ7fEcw,Pop's,7,1,,,,,,,
Boston,GF8wA1VpmGrxGghjppLTiw,YOCO Maids & Cleaning,9,1,,,,,,,
Newcastle,hJmincMUO_pJb5YvH7yO9Q,Elegant Nails,5,1,,,,,,,
Virtual,jd8ID239kuHBpuJ3_B30jQ,The Wellness Kitchenista,7,1,,,,,,,
indianopolis,3boF6qb2kpjr7p5hZuPbUQ,Ducketts Seafood,14,1,,,,,,,
Worcester,sXkt7HXvJO30FEFNfUub6Q,Zacharias Creek Side Cafe,86,1,,,,,,,
Worcester,FgZBJI-ld2z46vqRqCHe2A,Bravo Pizza,27,2,,,,,,,
Worcester,Ufzb5ryTleYUEJt63qM85A,EveryHome Realtors,9,3,,,,,,,
Worcester,4h2STqdmAk75O0RzQls4Jg,Pawsitive Karma Pet Grooming Salon,8,4,,,,,,,
Worcester,fzNz9cPexB7PuhUGwygbPQ,Fuzion,7,5,,,,,,,
Mechanicsville,vCdNFtM43dPuErsEb2tI8g,Carousel Farm Lavender,7,1,,,,,,,
Mechanicsville,NL_ku_Os7t-oB3ol_kpnug,Stone House Antiques Center,6,2,,,,,,,
Roslyn,NAtR_paYrYp7IWqzGIPiYQ,Marty Sussman Honda,87,1,,,,,,,
Roslyn,H8IhwR4niiBdIhJp-7fx-w,Chicken Time,42,2,,,,,,,
Roslyn,czyAnOcZgqxBrpRhxtfWGg,The Rusty Shack,28,3,,,,,,,
Roslyn,7FgGvE1DXqt7yyObkHl-aA,Burger King,24,4,,,,,,,
Roslyn,1JrimUYqppsEu1Kdn9rDEw,Prime Time Beef & Ale,22,5,,,,,,,
Haverford,LIHDIAocngz5Loe04eQ_oA,White Dog Cafe - Haverford,240,1,,,,,,,
Haverford,ZNB73mij2iG0wfbXBazQdw,Green Engine Coffee,137,2,,,,,,,
Haverford,e82gQhodUxDLzxurtbeN0Q,Ringpfeil Advanced Dermatology,91,3,,,,,,,
Haverford,fURW6D21B1jI36RupS1QsA,Wilkie Lexus,83,4,,,,,,,
Haverford,TeXzzAsEkkEE6lRj0J_LXQ,Saxbys Coffee,75,5,,,,,,,
St.Petersburg,dLLldDhrNbgQVIqf1vGJ4Q,Naked Farmer,107,1,,,,,,,
St.Petersburg,kTnFZNMAzMkmWBd01k7qNA,Wendy's,29,2,,,,,,,
St.Petersburg,qR07ux2ffJZhCVcQ1hHvzg,Wendy's,22,3,,,,,,,
St.Petersburg,GaosMN4_oWtRhQXfHjVTfw,Wendy's,21,4,,,,,,,
St.Petersburg,wDwj5L0PrYRoBXqZ0HcPiA,Wendy's,21,5,,,,,,,
Aston,kbFwcVMsHlNNXGWRZpEYhg,Aston Diner,137,1,,,,,,,
Aston,zQ_niKFi-9Aq2g3KJvot1A,Big Bad Wolf Barbeque,124,2,,,,,,,
Aston,DUH0qc16z5NDcSSBXLEO4Q,Wolf's Superior Sandwiches,84,3,,,,,,,
Aston,vG0uDzd0eoqryYUNfXwgjA,Taste Budz Cafe,82,4,,,,,,,
Aston,ggjaTiSkck_Xo76uR3agBA,Cocco's Pizza,75,5,,,,,,,
Antioch,XgnArX8m2BaGtpJp5Mx2qg,King Market,394,1,,,,,,,
Antioch,J4CrtqHDH4LAyDd001cD9g,Eggstravaganza Cafe,341,2,,,,,,,
Antioch,qEedG0BE_SIJgHEn4oV6eg,Slim & Husky's Pizza Beeria,269,3,,,,,,,
Antioch,JZPFtLIIpClFFQAQ6RJngw,Casa Fiesta,248,4,,,,,,,
Antioch,#NAME?,Angelo's Picnic Pizza & Italian Restaurant,226,5,,,,,,,
Spring HIll,1p15mHF9dFRBYH_VKcdDRg,Bill's European Autoworks,9,1,,,,,,,
Overland,YOjYoIWMBFPwFYTcOpp5gg,Woofies,90,1,,,,,,,
Overland,6SUvtHmZMW3rjn4hP73kWg,MI Hungry Catering & BBQ,78,2,,,,,,,
Overland,hzNsmcRGdcjcitrX2x0q4w,House of Chen,39,3,,,,,,,
Overland,pJzRO07Ofcj_8u1Vu6tv0g,Planet Fitness,37,4,,,,,,,
Overland,IIukyFVOUm6O9ysjD6uujg,Sonic Drive-In,37,5,,,,,,,
Salem,IFUgn1pFknZQ9OpN9EmyYw,Hudock's Frozen Custard Stand,35,1,,,,,,,
Salem,_JdLaC6GVKjTR-hRGJHgOg,Salem Oak Diner,29,2,,,,,,,
Salem,GYqhhUs9ELDAQO8Jjy7JTw,Ella's Mama Mia's Family Restaurant & Pizza,27,3,,,,,,,
Salem,CHsBtukrk3A31bOahc7sew,"Harris Plumbing, Heating, Air & Electrical",23,4,,,,,,,
Salem,W888zYEemWuF4c4Od0_yRA,Java Dog Coffee & Tea,17,5,,,,,,,
Zieglerville,dRNrAjTbe9DCdpJUIW4c0g,Mr Lee's Asian Gourmet,30,1,,,,,,,
Zieglerville,#NAME?,American Classic Motors,26,2,,,,,,,
Zieglerville,WQu3uaCOoBsJFCrv-RvBNg,Dunkin',7,3,,,,,,,
Zieglerville,L0A7KsCubmUscVet0pv8sg,Wawa,6,4,,,,,,,
Zieglerville,UZDcsSGMR-TAtOmPwm2IwA,Aureus Auto Body,5,5,,,,,,,
Monroeville,GxMPUSDqI0T6BxSsmplxNQ,Point 40 Diner,58,1,,,,,,,
Monroeville,6DU8OesFt-STaaGemz78cg,Monroeville Vineyard & Winery,23,2,,,,,,,
Monroeville,xc56OBdWGF7DHVTEo_Fruw,Volkswagen of Salem County,17,3,,,,,,,
Monroeville,5mDnmxXBbVuNagxyyNENoQ,Old Cedar Campground,14,4,,,,,,,
Monroeville,NTutJ7qiI--jESv5w_Bslg,Garrison Lake,11,5,,,,,,,
Upper Gwynedd,EtzkWsCrA0ChOYvfMx8A1g,Clubhouse Too,7,1,,,,,,,
Santa Barbara,yPSejq3_erxo9zdVYTBnZA,Los Agaves,3889,1,,,,,,,
Santa Barbara,U3grYFIeu6RgAAQgdriHww,Brophy Bros - Santa Barbara,3003,2,,,,,,,
Santa Barbara,skY6r8WAkYqpV7_TxNm23w,Boathouse at Hendry's Beach,2588,3,,,,,,,
Santa Barbara,SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,2444,4,,,,,,,
Santa Barbara,GuzbBFraIq-fbkjfvaTRvg,Mesa Verde,1862,5,,,,,,,
Glen Mills,T0MvxzVMMczJ_Eips6XGaQ,Harvest Seasonal Grill & Wine Bar - Glen Mills,531,1,,,,,,,
Glen Mills,2pDXWt8KnncH7FEHL25NvA,IL Granaio,444,2,,,,,,,
Glen Mills,hFfxaiz7GW3oAh9E1nOQmw,Terrain Cafe - Glen Mills,363,3,,,,,,,
Glen Mills,0s-BXJhYQc_mLFjHD4Xbww,Terrain At Styers,341,4,,,,,,,
Glen Mills,Fz4mzQjAxyrN6tQLcZ73Bw,Not Your Average Joe's,340,5,,,,,,,
CONSHOHOCKEN,MlB4lmjHJU7UO4kR_teE0w,Londonbury at Millennium - Greystar,9,1,,,,,,,
New Palestine,y9RVRXJWxu2Hr54F3l8KrA,B&C's Hideout,88,1,,,,,,,
New Palestine,Kzf6VUWTKtSBd4OWUfwlkg,Frosty Boy Drive-In,55,2,,,,,,,
New Palestine,g7xWSzIaTjlJeRAiwHeM-A,Round The Corner Grill,41,3,,,,,,,
New Palestine,bMfJhjTavo1n19qin1tmyw,MC2 Home Inspections,33,4,,,,,,,
New Palestine,sxrngi-o8r4R2gJJ3ZbhzA,Mama Nita's,32,5,,,,,,,
Safety Harbor,TjBvLFDUj2Hz6bkELIJbng,Bar Fly Safety Harbor,561,1,,,,,,,
Safety Harbor,htJyj7N2_QqVUAvXCK9aXA,Gigglewaters,438,2,,,,,,,
Safety Harbor,fu6FQlfxcK8Y26P_xveAlA,Southern Fresh,434,3,,,,,,,
Safety Harbor,PBtZNTQl5tRReeC8It1G7g,Safety Harbor Resort & Spa Trademark Collection,311,4,,,,,,,
Safety Harbor,Ynbd79O142LHhFWZAce1TA,Whistle Stop Grill & Bar,294,5,,,,,,,
Pennsauken Township,0QU_iVOpEyAnfFG8_QTGIQ,Thai Son,188,1,,,,,,,
Pennsauken Township,pM8A2jlrmps94F73mdxNuw,LaScala's Birra,129,2,,,,,,,
Pennsauken Township,Q_J9QnC34E-Q50oR1kwfkg,Phu Khang,87,3,,,,,,,
Pennsauken Township,Ik878rI6t1MCHf5wMKRwDw,Cooper House,78,4,,,,,,,
Pennsauken Township,p_F9xdFLk_h5tub51q0mCA,Mi Tierra Colombia,70,5,,,,,,,
Lutz,k67rl4w58GIvmbTMnhTLaA,Ford's Garage,533,1,,,,,,,
Lutz,93UD654AB6IzMPFlQgwfOg,Chuy's,467,2,,,,,,,
Lutz,KH9ghKDytIlUwlkEioqreg,Nabruzzi Trattoria,416,3,,,,,,,
Lutz,S9qwmdAgz9YYQ6XCvX3aNg,Little Italy's Family Restaurant & Catering,363,4,,,,,,,
Lutz,jA7MZB1aMgQaiNzIdhkwZg,Umami Sushi,323,5,,,,,,,
East Lansdowne,Fo19gF62uyOCbK98Op6V2A,Mr. Wings,24,1,,,,,,,
East Lansdowne,O38DyHlA-nvmzFW5C7avtw,Jalena's,17,2,,,,,,,
East Lansdowne,ZHBABQihiahGo1gyhB2MRg,Not Your Mama's Cleaning Service,8,3,,,,,,,
East Lansdowne,7VolXIRudSw6lU-1AyuJXg,Ashley’s Cake Shoppe,6,4,,,,,,,
East Lansdowne,H6g2rZdweT-bRS-m2wuURA,Esther Dominican Hair Salon,5,5,,,,,,,
Fairland,wrMkYPCL1hNa4etJTNBxAQ,Pleasant View Orchard,42,1,,,,,,,
MANCHESTER,wi0QiwW4IHB496bPm19cbw,Audio Express,10,1,,,,,,,
Sun Valley,UT9vP1Ww8OlL4nzBOKBCOQ,Hobey's Casino & Restaurant,187,1,,,,,,,
Sun Valley,Y__ewtkvvFkIYlC8AKZ1pA,In & Out Pet,99,2,,,,,,,
Sun Valley,tsqllhW4fjXpiBdGEhihYw,Domino's Pizza,58,3,,,,,,,
Sun Valley,6QnV--P75rtu3uYvh58ojg,Panda House Chinese Restaurant,57,4,,,,,,,
Sun Valley,NUYAFrwlJdAg8n53mVMmWA,Van Allen Plumbing,51,5,,,,,,,
Maple Glen,zceFlvnOvZ-T0pYTZGLyJw,Brick & Barrel Taphouse,153,1,,,,,,,
Maple Glen,LiH_a3ZxwxKACzrYbzXXQQ,Maple Glen Pizza,115,2,,,,,,,
Maple Glen,5eyJLhdUl4RyT4Q88SMWBw,Golden Great Wall,45,3,,,,,,,
Maple Glen,k2781O41asaIsK7vkf3asg,Kurinji Indian Cuisine,42,4,,,,,,,
Maple Glen,4bJYpCUNy2EPLHujB74tUQ,Gio's Pizza Rustica,37,5,,,,,,,
Magnolia,DboYKV4z7P6LV4qhwiGd3w,Royal Cracovia,91,1,,,,,,,
Magnolia,ayhr1ZdoDJ4P6a0urN-YbA,The Laughing Fox Tavern,71,2,,,,,,,
Magnolia,y5Lldzep2vz0Z9FsOLNMOw,Royal Farms,50,3,,,,,,,
Magnolia,rUwgspRXqjGdMvUgyzrWsA,Pizza Hut,34,4,,,,,,,
Magnolia,TJ4tXO0qGsLwyxTaj_Jspw,Wok 'N Roll,33,5,,,,,,,
Turnersville,3Hkfuk0g1A13qmLZbtWrTA,House of Brews,194,1,,,,,,,
Turnersville,0006EuNe5LBARerF4RKz4Q,Scarpinato's Cucina and Catering,141,2,,,,,,,
